Protein.IDs,flybase_gene,Entry,e02,e06,e12,e20,L1,L2,L3,L3c,p1,p2,p3,p4,p5,Ayf,Aym,Af,Am
FBtr0074558,CG6179,Q9VWV8,17146612.126738,23073269.4790404,100163999.999999,55849749.9999999,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,5644895.26171971,13508299.2986247,8048170.48075598,8329529.59761087,4689556.86468712,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0346625;FBtr0074559,Tsf1,Q9VWV6,10231950000.0001,5288475000.00011,6140850000.00015,4210150000.00008,230305000,1051920000,1511285000,37360500000.0004,26004750000,48982250000.0003,65372500000.001,91401250000.0004,119351000000.001,23925249999.9998,18583999999.9999,43014499999.9998,38824749999.9995
FBtr0074568;FBtr0074569,CG32548,Q9VWU6,3858947.8446812,3858947.8446812,3858947.8446812,44533692.7713167,3858947.8446812,10201493.4576431,21374407.2576731,76938502.2482433,166170431.460595,236624749.999999,211225000.000001,213027236.961173,3033950000.00003,95927500.0000007,39761261.102149,3858947.8446812,3858947.8446812
FBtr0074571;FBtr0074570;FBtr0074575;FBtr0074574,CG32549,Q7K571,3858947.8446812,3858947.8446812,10051317.4221528,25590549.161507,20013766.4537323,25384992.3653768,3858947.8446812,53084235.0908338,144812873.550207,243350000.000002,269579999.999998,215564030.349957,169144736.961171,263352500.000001,195292499.999999,152294999.999999,345697500
FBtr0074576,betaCOP,P45437,2418849999.99999,2633625000,2934024999.99999,3112675000.00004,2991774999.99998,2597975000.00001,2762650000,1882749999.99997,1081842500.00001,1078020000,1393060000,1805062500.00001,309357499.999999,1494599999.99998,2001924999.99998,1107284999.99999,1271529999.99999
FBtr0074593;FBtr0333806;FBtr0333804,Aats-his,Q9VWT1,157955000.000002,23335423.4042505,114880750,81732601.7373604,76170000.0000007,91421249.9999994,70364500.0000001,51801750,34838223.922341,34334684.3830363,11171842.5993787,5851517.47751766,15170246.1771283,17717284.4767987,3858947.8446812,4597894.6682824,3858947.8446812
FBtr0074596,CG15047,Q9VWS7,45603700.1749262,17526932.4540176,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0074601,CG6540,Q9VWS2,103970250.000001,162072499.999998,188187500.000005,126554500.000002,11369444.8412567,10311037.6116171,3858947.8446812,3858947.8446812,56591714.683393,114429250.000002,37682998.7327651,7225960.77902055,9653585.34903034,13794856.4609267,5898954.31402961,3858947.8446812,3858947.8446812
FBtr0074602,fu,Q4QQA2,176217499.999997,470879999.99999,414755000.000006,241124999.999998,11633752.4869225,11834396.9466149,13653390.0258841,21281109.8471883,6798115.03976983,8327795.82378943,5327004.75297574,11194117.8134833,9427654.96267448,8324495.81518844,8064264.92794578,17031665.5013972,11897243.2869273
FBtr0342846;FBtr0074603,phm,Q9VWR5,3858947.8446812,70994250.0000005,80181250.0000009,46014499.9999998,69150000.0000007,49289750.0000009,46548288.7490946,83227750.0000016,80769047.2698861,55965548.7933192,92322499.9999999,7115596.12908937,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0074615,CG6617,Q9VWS1,2037300000.00002,933935000.000007,1114425000.00001,1188599999.99997,325555000.000001,241767500,244955000,695345000.000009,858667499.999988,833262499.999997,832750000.00001,853362499.999992,749132500.000013,527345000.000004,497472499.999997,765902499.999995,197512500.000001
FBtr0340368;FBtr0074622,Ggt-1,Q9VWT3,1814949999.99998,308807499.999998,5237405.23536957,9375156.98407734,237222500.000003,396610000.000005,428877500.000001,586815000,67299968.4922702,10662758.8570313,3858947.8446812,3858947.8446812,7928431.96267402,50256837.4414449,59283222.4317898,476590000.000009,1169575000
FBtr0346082;FBtr0074625;FBtr0074624,GalNAc-T2,Q8MV48,267177499.999998,382007500.000001,445057499.999991,533875000.000004,422162500.000001,372119999.999999,312975000.000006,521097499.999995,297725000.000003,370997749.999994,544527499.999992,564797499.999992,110996928.058085,288874999.999999,373719999.999998,172762500.000003,151907500
FBtr0343047;FBtr0074626,CG15043,Q9VWT7,3858947.8446812,3858947.8446812,3858947.8446812,7441391.17101518,33253057.8047946,11501424.9132959,66854672.6198988,173795359.546046,7269938.33431015,12539183.5141725,20383352.8841072,8396128.5445396,24950771.7137103,36631098.6901164,34278705.0849601,139968837.598221,12689740.0503119
FBtr0074627,CG15044,Q9VWT8,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,8280031.29641196,13021773.9829443,13322153.6601638,64455314.506477,3858947.8446812,3858947.8446812,3858947.8446812,71358308.7995449,199464999.999999,97846249.9999988,3858947.8446812,3858947.8446812
FBtr0074628,CG15046,Q9VWU0,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,8593347.32038221,5591227.56123595,12714960.8835107,14607822.5008097,6945440.53541291,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
