Protein.IDs,flybase_gene,Entry,e02,e06,e12,e20,L1,L2,L3,L3c,p1,p2,p3,p4,p5,Ayf,Aym,Af,Am
FBtr0087144,CG4282,Q8T092,3858947.8446812,3858947.8446812,11298101.1752515,12090622.4000607,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0340059;FBtr0087149;FBtr0087148;FBtr0087147;FBtr0087146;FBtr0087145,Hmgs,Q7K4Q9,257657499.999999,241187500.000003,274412499.999996,1490729999.99998,3106400000.00001,5674374999.99999,3673524999.99995,997385000.000004,942282499.999999,1553125000.00001,1041525000.00001,1122784999.99999,1030780000,1058722499.99998,941452500.000008,739020000.000002,1441900000.00001
FBtr0340060;FBtr0087150,Nup62,Q7JXF5,790550000.000015,758425000.000004,687772499.999993,575587499.999994,47624043.7265515,61739500,106789037.349346,183190000.000002,472529999.999997,292559999.999997,295190000,318438154.477645,335072499.999995,133372500.000001,49656571.4356086,132619466.676637,3858947.8446812
FBtr0087157,CG4398,A1ZAG1,32428559.410882,23460793.8594133,6036828.87775546,7287043.71355604,22309556.9989322,14810025.5853864,3858947.8446812,5578132.05719171,3858947.8446812,54273355.7956573,57521713.2860988,54353142.3601916,138748249.999998,82339500.0000004,87412999.9999989,29896495.805462,23609524.7220497
FBtr0087170,wcd,Q9V7P1,16774948.7270841,92813297.5201257,209267500,297775000.000003,471265000.000002,285257499.999997,214459999.999995,51020345.9177871,3858947.8446812,3858947.8446812,6642011.00049476,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087172;FBtr0087171,CG7997,Q7K127,751392499.999991,698500000.000012,911839999.999992,1218074999.99999,265412500,238564999.999997,119690749.999999,2373350000.00002,2608125000.00001,8437275000.00001,7870249999.99992,8871624999.99984,9025349999.99992,5323900000.00007,4867499999.99998,1538525000.00001,1444550000.00003
FBtr0087176;FBtr0087173;FBtr0087175;FBtr0290032;FBtr0290031,Vha44,Q9V7N5,5285749999.99999,5060225000,4715499999.99999,4828049999.99992,12083650000.0001,12323775000.0001,13569499999.9998,16541999999.9998,13661499999.9998,7084849999.99996,5888924999.99997,4276224999.99994,5185125000.00001,7221874999.99996,7606500000.00007,10085150000,10025500000.0001
FBtr0087179,CG7747,Q7K231,192872499.999999,196777500,255267500.000003,181825000.000001,96978749.9999993,66237236.9611712,3858947.8446812,41220321.1014712,43411049.3736423,88266458.3141393,56741389.1513334,68255146.327171,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087181,CG30324,Q058Z8,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,55653440.2450856
FBtr0087182,CG7755,A1ZAD2,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,12195353.8420482,3858947.8446812,66458750.0000004
FBtr0087184,Khc,P17210,6155874999.99989,6178325000.00003,6158925000.00001,5521299999.99994,3183575000.00002,3363950000.00009,3321975000.00002,3825750000,4463550000.00006,4298349999.99996,4691525000.00005,4244200000.00005,4367074999.9999,3852150000,3818450000.00004,4361849999.99996,2656250000.00004
FBtr0087185,fidipidine,A1ZAC7,34441775.5144927,27862223.5082441,7173571.9693456,5790231.10985124,3858947.8446812,3858947.8446812,5547724.77874574,16329009.6489154,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087189,krimp,A1ZAC4,20926689.0119278,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087196;FBtr0087195;FBtr0087194;FBtr0087193,mrj,Q7JUZ6,9528209.31528967,5911460.88351096,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,9897087.94038786,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,4258450.35804277,3858947.8446812
FBtr0087199,CG30093,Q4QPY7,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,39562106.3217861,3858947.8446812,6490343.35067868
FBtr0087202,CG8320,A1ZA77,9112889.52455807,11448967.0225755,30267271.9982621,29429103.7897168,12416093.1274069,14553936.5809862,4997433.171641,6864857.41444218,3858947.8446812,5329490.78125847,12403257.4878902,12865791.5430538,5182280.48175982,15340282.9634101,10688250.5200946,11291948.7885601,15023537.0701384
FBtr0340015;FBtr0087203,CG8370,Q9V7H4,80300749.9999993,189994999.999999,177569999.999998,171835000,89205436.6081415,74778421.3829704,54752826.3724519,61779795.7105675,10232104.7421904,8518558.88613606,11704324.2486091,10449786.2757685,8921532.65842143,17202951.0276555,12394453.0374436,3858947.8446812,10448758.2367413
FBtr0087205;FBtr0087204,CG8389,Q0E960,3858947.8446812,3858947.8446812,11372244.4263707,7323652.5745604,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,5358065.92437709,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087206,Rrp42,Q29QQ9,349347499.999998,326367500.000002,424045000.000002,408942499.999997,539310000.000003,370690000.000005,330910000.000005,185554999.999998,107189249.601695,163452500,155566250.000003,112290749.999999,126608250.000001,89325249.9999985,29178539.8042567,180020000.000003,3858947.8446812
FBtr0087207;FBtr0340018,CG8399,Q8MSU3,103945999.999998,64458750.0000002,41826271.1480987,129214750.000003,145110249.999999,202265000.000001,140763500.000001,148381750.000002,18859648.1399152,35447216.9422922,33965210.7568433,36733788.3175065,90037791.383971,1414387500.00001,1639249999.99999,444102500.000007,349374999.999996
FBtr0340020;FBtr0087210,CG8405,Q7K4L9,716694158.62392,259905433.833327,1105587500.00001,660928332.53509,20695501.8646837,604697227.127494,752867927.271537,22810286.3078275,10977372.9511347,17136523.370646,6811255.03632768,12450644.1549372,15343643.9797997,16547339.9256639,24469214.2209406,10493285.5371769,9923734.3871244
FBtr0087217;FBtr0087216;FBtr0087214;FBtr0087213;FBtr0087212;FBtr0087211,Rho1,P48148,1521725000,1701024999.99999,2126575000.00001,2624774999.99999,2141800000,1784450000.00003,1977225000,2347425000.00002,2944850000.00001,2764550000,3396575000.00002,2636800000.00003,2756500000.00002,2628474999.99998,2921074999.99998,2525050000.00004,2763449999.99999
FBtr0087222,Jhedup,A1ZA97,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,142862500,77676088.0859962,180124999.999999,215757500.000004
FBtr0340021;FBtr0301751;FBtr0087223,Jhe,A1ZA98,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,784872499.999994,355202499.999997,327947499.999998,83561774.3486664,17105066.9660219,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087232;FBtr0087231,Got1,Q7K221,4382149999.99999,5037299999.99997,4076250000.00009,4667400000.00005,7987075000.00006,11829925000,10541749999.9999,11378624999.9999,3625125000,3174849999.99997,4518524999.99999,4148524999.99996,1243764999.99999,5222774999.99999,6014400000.00003,5131599999.99991,12056675000.0001
FBtr0087233,CG30094,Q7JR99,57643657.2255521,40386942.8259523,56430744.3909183,65656339.5625546,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087234,Aats-cys,Q7KN90,4640899999.99994,3772049999.99995,3534749999.99997,3175150000.00003,2269875000.00001,1885099999.99998,2206450000.00004,1911775000.00003,2345599999.99998,2327124999.99997,2066300000.00002,2025675000,1740875000,1102199999.99998,1046402500.00001,1868625000,482447500.000008
FBtr0304747;FBtr0087241;FBtr0087240;FBtr0087236,Lis-1,Q7KNS3,903160000.000006,1206085000.00001,1385240000,1400604999.99999,568984999.999993,414235000.000006,235253749.999996,361367499.999994,127005749.999998,177032236.961171,226518365.719113,209680000.000002,157452499.999997,435112500.000004,565740000.000002,479687499.999995,251977500.000003
FBtr0087242;FBtr0333169,clu,A1ZAB5,3685899999.99999,2741775000,2963275000.00002,3869675000.00008,7113775000.00001,6298750000.00002,6230524999.9999,929392499.999995,298269999.999996,207560999.999998,407962500.000005,1072147500.00002,865324999.999999,2678075000.00003,3508075000.00004,1539174999.99996,1117502500.00002
FBtr0087244,shark,Q24145,5236680.86458461,10205798.2548674,44853250.0000001,57257249.9999997,36608956.3090178,23128161.9660712,33701897.5709274,43581250.0000001,27653094.533603,54200000,50606750.0000005,22956420.1212185,38922722.7841207,23943197.434406,18300000.8064316,7387982.60864083,3858947.8446812
FBtr0304748;FBtr0087247,CG8441,Q7K1V1,3858947.8446812,3858947.8446812,33555302.343251,9972926.14117132,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087249,CG8435,Q7JVH0,9073258.4825192,6893350.55866914,17237117.6671138,8957774.81485644,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,6126268.21214273
FBtr0300576;FBtr0087254,Ric,Q7JMZ0,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,8409369.80507326,5875949.8360965,21871973.922341,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,14583081.670316,3858947.8446812,3858947.8446812
FBtr0087255,CG8414,A1ZA92,6100703.15084491,28767514.0124817,137293249.999998,126235000.000001,184564999.999999,132105000.000002,154124688.41185,51274129.9978435,3858947.8446812,6345699.15447482,6199655.66969943,11603191.3575548,3858947.8446812,3858947.8446812,8040768.93819535,3858947.8446812,3858947.8446812
FBtr0087258;FBtr0306238;FBtr0087257;FBtr0087256,Dg,Q1EC76,43694750.0000006,160373999.999998,235064999.999999,658482500,764604999.999999,627540000.000006,599490000.000004,503359999.999998,533545000.000004,482154999.999995,526904999.999998,756302499.999989,837397499.999995,625910000.000012,477922500.000004,304659999.999996,138153249.999997
FBtr0339756;FBtr0087260;FBtr0087259,casp,A0A0B4LFH2,1347649999.99998,1055982500,1189830000,1084545000.00001,717075000.000012,483912500,463592499.999998,455197499.999996,477437499.999999,479537500.000001,481522500.000003,384245000,301045000,263867499.999998,282225000.000001,402930000.000001,163242732.385258
FBtr0087261,CG8397,A1ZA83,1255699999.99999,1193100000,1292975000,1240510000,825039999.999991,743927499.999991,641970000.000012,584234999.999997,935102500.000009,1001607499.99998,867814999.999998,998677499.999995,1267450000,627082500.00001,626784999.999995,879587500.000003,470185000.000001
FBtr0087262,Prosbeta1,A0AQH0,4804374999.99994,4244249999.99997,4209799999.99995,4215050000.00008,2458499999.99999,2240975000.00004,1491375000,2175400000.00003,1673900000,1846999999.99999,2389274999.99998,2407425000,1416050000,3217649999.99999,3438975000.00007,3294549999.99993,2432450000.00001
FBtr0087264,CG8386,Q7K1Z5,839152499.999998,806817500.000001,857637500.000016,1246169999.99999,1191837500,1063174999.99999,1169237500.00002,891562500.000006,1459525000,1118199999.99999,1296795000.00001,1187782499.99998,1245950000,629314999.999995,616107499.999991,742769999.999998,608957500.000003
FBtr0087267,Pex11,Q7JZE1,140922500.000001,105133500.000001,81288500.0000012,127642999.999999,198179999.999998,202995000.000002,213952499.999998,169677500.000001,70839986.9611685,101600750.000001,135767499.999999,133054500.000002,50861724.733996,136349000.000001,162172500.000001,150152499.999998,189980000
FBtr0087278,Ranbp11,Q7K0Q2,633165000.00001,604737499.999997,623674999.999997,446884999.999997,214080000.000005,112450999.999998,101938999.999999,31700000,7823713.60051266,11160483.2179217,8304220.72739715,15644274.5451042,3858947.8446812,3858947.8446812,8271879.46743473,7144710.88351094,3858947.8446812
FBtr0340013;FBtr0308815;FBtr0308814;FBtr0087287,tun,Q7K2Y9,132442500,129590500.000001,156780000.000001,111095500.000001,88028750,65384633.1623721,10588671.9293787,42273684.2306191,44220736.9611708,96310000.0000011,94523250.0000007,102197999.999998,137494999.999999,91911476.2509891,98231010.7170708,149877500.000001,57735979.1050453
FBtr0087290,CG8297,Q7JXE1,24173236.9611706,37938971.2360197,66504250.0000004,44702845.9034547,54764500.0000006,35967787.6145946,29392422.1991034,46794249.9999998,16759114.1090184,16171699.357392,14500637.793556,19308781.161768,18673541.2412701,18655520.0618693,15384801.3624357,3858947.8446812,14520309.2159111
FBtr0087293;FBtr0306650;FBtr0306649;FBtr0087292;FBtr0306651;FBtr0302149;FBtr0087294;FBtr0087295,Mlf,Q9NKV0,137117249.999999,125096249.999999,66711036.2298913,37345896.9122409,11089353.8409777,7161215.97320438,13487441.6867997,44253938.1347003,45770450.59693,97971370.4921257,55600884.8768316,47971338.7822303,8690524.4285989,3858947.8446812,19595067.0668846,63737061.5498461,24805698.1887698
FBtr0087297;FBtr0087296,Diap2,Q24307,17435367.0661192,13466119.2570911,21345504.6298619,29111628.427394,31016927.4767556,13323093.9052334,13837568.3856796,27440211.2867319,11606294.1057855,5384692.05588549,3858947.8446812,3858947.8446812,13827233.2112839,16671552.0490617,12825610.647526,3858947.8446812,14003496.5884534
FBtr0087306,Rif1,Q9XZ34,277372500.000003,809994999.999981,676389999.999995,273365000.000004,193002500,143152499.999998,129411880.207072,55351475.7359148,26298248.0991144,8613591.92509363,41374969.8468254,18411006.7263341,22157235.3540874,12385668.3400106,17753547.8364156,13774806.0688961,14403746.8101082
FBtr0112900;FBtr0087309;FBtr0087308;FBtr0087307,Gpo-1,Q7K569,48648250.0000006,48976750,69940250.0000013,184865000,9907925000.00016,12052000000.0001,15230249999.9999,6226575000,4005224999.99999,3762549999.99997,3513600000.00001,5684650000.00005,17950249999.9997,32349249999.9996,32196249999.9996,51684999999.9998,55244499999.9998
FBtr0308818;FBtr0308817;FBtr0087310,CG8249,A1ZA52,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,11725657.3671258,18308861.8026072,18830210.8835112,5504085.38886922,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087332;FBtr0087331;FBtr0340001,GalNAc-T1,Q6WV20,25211891.4642025,43249735.1267763,56879749.9999992,169845500.000002,259779999.999998,357587499.999996,287405000.000003,246202500,217259999.999998,231420000.000004,203677499.999996,117319907.972682,23843184.8390687,3858947.8446812,9646696.355867,4526502.21327987,3858947.8446812
FBtr0087334,CG30467,Q7K4H1,213747499.999997,237022499.999997,217620000.000001,216300000.000002,48538432.6008807,41909507.9002243,17773130.9857327,53825408.4974092,13412327.8491027,7109975.82891738,5286723.46982241,47409053.5319204,3858947.8446812,28026532.410019,9402209.2728966,6223180.42590809,3858947.8446812
FBtr0087335,Vha36-1,Q9V7D2,2381775000.00002,1996000000.00003,1751274999.99999,2066299999.99998,3685724999.99997,4369499999.99993,4424450000,7762650000.00015,3567175000.00002,1427050000.00001,1557630000,1282550000.00001,1329515000.00001,2809400000.00003,2545624999.99998,3356425000.00006,3619525000.00002
FBtr0087336,eIF2B-gamma,A1ZA22,513602500.000008,513402500.000003,520052500.000003,467535000.000005,585889999.999986,514000000.000003,607805000.000003,420007499.999998,323177499.999993,300594999.999998,437597500.000001,302707499.999998,180387500,299087500.000007,259047500.000001,286192500.000003,143480249.999999
FBtr0087341,Vha14-1,Q24583,1144742499.99999,1176362499.99999,1224399999.99998,1371700000.00001,2354349999.99998,3076999999.99999,3109399999.99998,6025625000,6489775000.00008,3053000000.00001,2910799999.99998,2296325000.00006,2579299999.99999,4189150000.00005,3408825000.00001,4546924999.99997,4667324999.99993
FBtr0087342,CG8207,Q8SXU3,327522500.000002,436350000,537110000.000002,568852500.000002,423702499.999994,345662500,398647499.999997,350945000.000003,137640984.741782,192325877.589741,233040000,190090206.426339,45813794.5207312,251310000,321462499.999999,127585396.129467,171664999.999999
FBtr0087346;FBtr0087344;FBtr0087343;FBtr0302330;FBtr0087345;FBtr0087347;FBtr0306648;FBtr0087348,fus,Q9BJZ5,15301606.0587318,19540076.4616277,101772499.999997,224703500.000002,63388500.0000005,52947750.0000007,52912320.0894608,14798926.7357683,19756754.2190793,34277834.6482738,62389749.9999994,48260750.0000001,15101242.7045902,22565823.0101131,36920124.1288916,48037139.5345797,54970999.9999989
FBtr0087350;YJL106W;YPR161C,Cdk5,P48609,349895000,422264999.999993,492447499.999999,467285000.000007,368232500,286759999.999997,350154999.999999,556124999.999993,380592499.999997,512132500.000005,529660000.000003,470664999.999996,321209999.999997,374015000.000002,379300000.000004,338907499.999996,325564999.999999
FBtr0087351,Flo1,O61491,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,22462468.7597365,4460500.56790592,14437966.3623774,65348459.4518281,3858947.8446812,3858947.8446812,3858947.8446812,5376382.40131276,3858947.8446812,10318193.0577159,14128784.819873,17520037.9443106,4787471.00832187
FBtr0087354,CG8192,A1ZA23,3858947.8446812,3858947.8446812,3858947.8446812,4135766.45947977,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,62560330.120006,227928395.133731,164644184.509669,3875587499.99998,8135525000.00006,1767074999.99997,1494825000.00003,487239999.999999,507129999.999999
FBtr0087355,CG8187,Q7K1W5,95395249.9999984,94654750.0000007,113105000,89115655.9018072,67351500.0000008,80417999.9999998,32831579.0904843,168550000.000002,54803239.9901188,12133415.1232516,52076550.984458,40607199.3442033,94947915.5524532,223975000.000001,185575000.000001,240992499.999999,270337499.999996
FBtr0345392;FBtr0087359;FBtr0340003,CG8180,Q7K3C2,437794999.99999,10331883.9640422,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,14738435.2532477,8439317.53690487,3858947.8446812,3858947.8446812,3858947.8446812,8120808.85028959,3858947.8446812
FBtr0087361;FBtr0332267;FBtr0087362,igl,Q7JPS2,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,34126710.883511,219667500,163667500.000003,152287500,104605162.257488,159740000
FBtr0310140;FBtr0310139;FBtr0087363,CG11807,Q7K490,16459667.6627385,22897986.6797681,21734417.919764,9725229.98657591,14390536.8378345,17928723.6911536,16484790.9551533,20354733.2992212,15997690.0263863,21956606.5134345,35999036.2896042,21544616.0329783,7672744.47074694,18055896.8127145,12488697.6319434,22564140.9157997,32540375.608884
FBtr0087367;FBtr0339993;FBtr0087368,CG8079,A1Z9Z1,3858947.8446812,3858947.8446812,11729648.8854145,17320354.1970532,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,6017146.05383198,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087370;FBtr0087369;FBtr0072063,scb;ItgalphaPS5,O44386,10888039.2471082,3858947.8446812,218759999.999998,568344999.999994,1002410000.00001,1323874999.99999,1615425000.00002,3458949999.99998,2781374999.99996,1106900000,757617499.999998,646575000,718085000.000009,577752500.000001,530322500.000003,598750000.000004,368125000.000002
FBtr0087374;FBtr0087373,mus210,Q24595,16280708.1493793,20770376.2534264,124657267.460107,120099255.092498,13207747.3604169,18892064.8890735,27119806.0606716,12727711.8127452,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,14894636.4181041,15266534.3464031
FBtr0087379;FBtr0087378;FBtr0087377;FBtr0087376;FBtr0087375,Arf51F,P40946,156612500.000001,149647500.000001,124720749.999999,122625000.000001,148999999.999999,119469987.503622,99082873.6552794,160927499.999999,99597236.9611695,115339736.961172,132367250.000001,103301500,82095490.8322145,162917500.000001,160607500.000002,163865000,165242500.000001
FBtr0339998;FBtr0087382,unc-5,Q95TU8,3858947.8446812,3858947.8446812,6921984.99457603,5640632.29881789,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087384;FBtr0087383;FBtr0330628;FBtr0087385,SRPK,Q0E965,1886275000.00002,1450372500.00001,1136252500.00002,809332500.000001,552034999.999994,365632500,377765000.000004,256870000,133520000.000002,150711249.999998,197019999.999999,173724249.999996,49805973.9223412,404959999.999993,449032499.999998,382055000.000001,141244500
FBtr0339999;FBtr0087387,dup,Q7JVY2,419110000.000001,167007499.999999,157264999.999999,16344140.8107684,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,139873172.244204,3858947.8446812
FBtr0087388,Pms2,A1ZA03,40382903.9592479,20095690.8033423,45940250.0000001,28398513.6314549,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087389,CG8160,Q8SZ23,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,5788426.95351762,59757673.9523564,52595629.4785206,47430385.1893325,10576770.8147106,12530904.6059316,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087391,CG8155,Q5BI03,29400999.9999996,37900250.0000006,27458276.0373965,19329662.2923016,4093809.85681072,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087393;FBtr0087394,CG8102,A1Z9Z6,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,14695324.6940988,5404576.03868042,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,11147071.8235927,3858947.8446812,13914120.215382
FBtr0087399,Hex-C,Q7JYW9,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,640222500.000002,911472500.000002,922357500.00001,223607499.999994,305387499.999997,228452500,317505000.000003,521995000.000002,215246999.999995,1612400000,1301225000.00001,3941275000.00001,7844499999.99996
FBtr0087400,mRpL41,Q7JZM8,191259999.999997,155527500.000002,205006250.000004,211197749.999997,192510000.000001,200357500.000004,173421869.539805,80051999.9999999,3858947.8446812,9446241.30826805,13439543.4676357,56876085.7771386,266334999.999999,85748654.1180639,39867827.5432812,7958275.04656122,3858947.8446812
FBtr0087402;FBtr0329939;FBtr0087403,row,Q5U156,223305000.000002,605467500.000013,1229802500,1051537500.00002,857015000.000014,385140000.000001,294712500.000003,343814999.999998,44315518.7318387,166406514.446044,256369499.999994,226531749.999998,31670402.5837523,210337499.999997,334677500.000005,97899499.9999985,152930499.999999
FBtr0345873;FBtr0344876;FBtr0087405,Cyp317a1,C9QPG6,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,15945425.1780172,22769147.0886591,32491384.1183546,15953040.3452299,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0303759;FBtr0087407,Lap1,Q9V780,17450542.7088335,17577310.6231495,5768758.79483462,6957537.27789544,22626628.3779568,8138042.79491613,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,8038089.05191406,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0339987;FBtr0345946;FBtr0087411;FBtr0087409;FBtr0345947,ckn,A0A0B4LFD7,3858947.8446812,12736215.6245602,4396640.53332805,5790877.83020031,9982104.5691938,14212613.0494229,3858947.8446812,3858947.8446812,3858947.8446812,4885850.09874128,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087413;FBtr0345419;FBtr0087414,hbs,Q8MRA3,3858947.8446812,3858947.8446812,29367793.2954821,20332016.8684433,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,15444394.5108985,8284572.11985308,3966696.64222278,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087416;FBtr0087415;FBtr0111006;FBtr0305216;FBtr0305213;FBtr0305215;FBtr0305214;FBtr0305217;FBtr0111007,chn,Q7YU81,6988865.61976766,8880821.65978599,11367745.9603527,17660752.0554717,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,5506105.34082808,17347331.7222939,4972685.88351093,5203910.8835109,9032108.16177907,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087420,Obp51a,Q4V3N9,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,14445287.1993176,16508872.7271189,3858947.8446812,7459710.88351104,16258749999.9999
FBtr0087421;FBtr0332259,CG10265,Q7K2K2,115947781.487682,58780568.1245177,441140000.000001,210359785.321833,8572633.70438867,9034434.42893426,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,8703487.26259894,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087424,CG7639,Q9V784,1025172499.99999,1073342499.99998,1032344999.99999,1035604999.99998,1494025000.00002,1271400000.00002,1453924999.99999,1084684999.99999,488659999.999996,486427499.999996,422995000.000008,512777499.999993,594527499.999991,851657499.999999,865619999.999988,971715000.000002,1115425000
FBtr0303762;FBtr0303761;FBtr0303760;FBtr0087428,CG10253,Q9V778,3858947.8446812,3858947.8446812,3858947.8446812,56375434.8598558,41197547.6656656,4769348.69613972,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,7038235.00579197,10361530.3793219,6185110.86760541,59373315.3418887,115845499.999999,59959400.1583577,78120250.0000014
FBtr0087433;FBtr0339980,CG10139,Q7K5M2,13598237.4519761,65334398.4069911,196132499.999997,179612500,3858947.8446812,3858947.8446812,8087074.49571526,13454562.4974157,24166973.9223402,19394860.2543507,37796701.2153855,5047184.51860329,5800811.67203006,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0087440,CG12859,Q6IDF5,2186975000.00002,1856199999.99999,2076649999.99998,1690625000.00001,2372600000.00004,2535900000.00002,2796450000.00004,4271500000,2809425000.00002,1991600000,1545875000,1888324999.99999,6992974999.99998,7726724999.99988,6383025000.00001,11371349999.9999,11634424999.9998
