Phylostratum (ps),Protein_ID,Locus_tag,UniProt,T_LC,T_6H,T_12H,T_1D,T_2D,T_3D,T_5D,T_7D,T_14D,T_1M,T_2M,P_LC,P_12H,P_1D,P_2D,P_7D
1,AQZ92653.1,B4U62_20330,P39636,7.17e-05,7.07e-06,4.47e-06,5.53e-06,1.54e-05,3.32e-05,2.48e-05,3.93e-05,0.000212657,7.93e-05,1.27e-05,NA,NA,NA,NA,NA
1,AQZ92655.1,B4U62_20340,P39634,0.000119154,6.01e-06,5.54e-06,5.65e-06,1.31e-05,2.8e-05,1.56e-05,1.19e-05,6.17e-05,1.68e-05,6.06e-06,0.000268412,1.18e-05,3.7e-06,3.57e-06,2.34e-05
1,AQZ92656.1,B4U62_20345,P39633,5.97e-06,3.72e-06,4.22e-06,2.61e-06,6.54e-06,1.23e-05,6.5e-06,6.57e-06,3.74e-05,7.06e-06,1.43e-06,2.79e-05,2.46e-06,7.1e-07,1.5e-06,1.39e-06
1,AQZ92658.1,B4U62_20355,Q7WY56,1.42e-05,6.31e-06,4.44e-06,5.68e-06,0.000100175,0.00014398,0.000314949,0.000493404,0.000357351,3.26e-05,6.14e-06,2.77e-06,6.74e-06,3.87e-06,1.79e-05,2.75e-05
1,AQZ92659.1,B4U62_20360,P39631,1.53e-05,3.41e-06,2.64e-06,2.22e-06,7.85e-05,0.000102006,0.000253181,0.000462651,0.000658556,3.91e-05,4.86e-06,9.22e-06,6.04e-06,5.17e-06,1.01e-05,6.44e-06
1,AQZ92660.1,B4U62_20365,P39630,9.65e-06,3.39e-06,2.54e-06,1.75e-06,7.83e-05,9.92e-05,0.000240337,0.000511307,0.000584683,3.91e-05,5.65e-06,9.94e-06,3.49e-06,2.17e-06,4.11e-06,5.3e-06
1,AQZ92661.1,B4U62_20370,P39629,5.88e-06,6.05e-06,4.52e-06,4.12e-06,5.8e-05,6.02e-05,0.000158057,0.000344954,0.00026389,1.97e-05,5.92e-06,0,0,7.43e-07,1.15e-05,5.16e-05
1,AQZ92662.1,B4U62_20375,P39627,6.4e-06,6.45e-07,1.07e-06,8.07e-07,6.82e-05,7.21e-05,0.000192013,0.000448222,0.000447796,3.26e-05,4.42e-06,NA,NA,NA,NA,NA
1,AQZ92663.1,B4U62_20380,P39626,9.38e-06,7.19e-07,1.58e-06,8.7e-07,7.17e-05,7.95e-05,0.000200454,0.000503532,0.000882021,5.48e-05,9.27e-06,NA,NA,NA,NA,NA
1,AQZ92664.1,B4U62_20385,P39625,9.96e-06,7.71e-07,1.68e-06,1.28e-06,8.86e-05,0.000101665,0.000232505,0.000536697,0.000840403,5.86e-05,1.01e-05,1.93e-06,1.57e-06,2.52e-06,2.96e-06,2.3e-06
1,AQZ92665.1,B4U62_20390,P39624,5.81e-06,5.03e-07,9.21e-07,6.68e-07,4.83e-05,4.4e-05,0.000128983,0.000311592,0.000408987,2.43e-05,3.92e-06,5.94e-07,4.9e-06,1.75e-05,2.76e-06,1.32e-05
1,AQZ92666.1,B4U62_20395,P39623,4.07e-06,4.92e-07,9.46e-07,6.28e-07,4.49e-05,4.43e-05,0.000132004,0.000248546,0.000546548,2.44e-05,2.39e-06,3.07e-05,3.33e-06,9.87e-06,2.34e-06,3.32e-06
1,AQZ92667.1,B4U62_20400,P39622,5.06e-06,9.14e-07,8.71e-07,1.35e-06,7.27e-05,8.8e-05,0.000209803,0.000455617,0.000529604,3.04e-05,6.07e-06,9.29e-06,1.2e-07,1.18e-06,7.56e-06,3.29e-06
1,AQZ92668.1,B4U62_20405,P39621,3.7e-06,5.32e-07,6.34e-07,1.05e-06,9.65e-05,0.000123649,0.00028587,0.000454355,0.000387057,3.22e-05,5.85e-06,2.04e-06,0,1.99e-06,3.05e-06,1.99e-05
1,AQZ92671.1,B4U62_20420,P39619,7.21e-05,0.000113157,7.77e-05,0.000128014,0.000173949,0.000143725,0.000120882,7.93e-05,8.26e-05,5.14e-05,1.24e-05,NA,NA,NA,NA,NA
1,AQZ92672.1,B4U62_20425,P39618,3.66e-05,4.6e-05,2.9e-05,2.05e-05,5.23e-05,5.65e-05,6.81e-05,5.79e-05,0.000110912,4.45e-05,1.03e-05,1.26e-05,8.64e-06,2.28e-06,2.97e-06,1.84e-05
1,AQZ92674.1,B4U62_20435,P39616,7.46e-06,2.33e-05,8.02e-06,8.46e-06,1.4e-05,1.47e-05,9.83e-06,1.23e-05,2.32e-05,6.37e-06,1.95e-06,2.91e-05,7.07e-06,3.81e-06,6.58e-06,0
1,AQZ92675.1,B4U62_20440,P39615,6.86e-05,6.99e-05,2.62e-05,2.11e-05,4.14e-05,5.42e-05,4.81e-05,4.56e-05,0.000192769,5.45e-05,1.53e-05,7.02e-05,3.14e-06,3.37e-06,0,1.12e-05
1,AQZ92676.1,B4U62_20445,P39614,2.3e-05,6.86e-05,1.92e-05,1.87e-05,2.52e-05,2.35e-05,2.17e-05,1.81e-05,5.32e-05,1.63e-05,4.53e-06,0.000228593,3.81e-06,2.53e-06,1.18e-06,0
1,AQZ92679.1,B4U62_20460,C0H3S6,3.02e-06,1.73e-05,9.98e-06,1.16e-05,2.4e-05,3.21e-05,2.13e-05,2.56e-05,3.3e-05,1.53e-05,2.52e-06,8.67e-06,3.43e-06,1.9e-06,4.86e-05,2.62e-05
1,AQZ92680.1,B4U62_20465,P39610,5.05e-05,0.000194031,7.24e-05,6.25e-05,7.28e-05,7.54e-05,6.04e-05,6.82e-05,6.98e-05,3.79e-05,4.78e-06,0.00060697,0.000118365,5.22e-05,5.56e-05,1.27e-05
1,AQZ92682.1,B4U62_20475,A0A5B0AS00,6.63e-05,2.1e-05,9.28e-06,7.03e-06,1.38e-05,1.7e-05,1.5e-05,1.73e-05,2.82e-05,1.4e-05,4.15e-06,6.66e-06,5.07e-06,2.3e-06,0,2.76e-06
1,AQZ92684.1,B4U62_20485,P39608,5.37e-06,4.08e-06,2.74e-06,2.48e-06,6.66e-06,1.99e-05,1.19e-05,4.56e-05,1.73e-05,2.45e-06,1.58e-07,NA,NA,NA,NA,NA
1,AQZ92686.1,B4U62_20500,P29141,0.000388127,8.56e-05,4.11e-05,3.7e-05,0.00011358,0.000159938,9.32e-05,0.000218531,0.000362117,4.79e-05,1.29e-05,7.01e-06,0.01456197,0.009022903,0.013742181,0.019409176
1,AQZ92687.1,B4U62_20505,P39606,6.04e-05,9.25e-06,3.54e-05,1.86e-05,1.79e-05,1.75e-05,2.61e-05,2.8e-05,4.29e-05,1.71e-05,2.19e-06,5.74e-05,7.09e-07,1.47e-06,2.12e-05,1.67e-05
1,AQZ92688.1,B4U62_20510,P39605,0.000535414,0.000100905,0.000437728,0.000122042,0.000122491,0.00013771,9.88e-05,0.000131176,0.000103842,7.1e-05,2.21e-05,0.000146536,6.39e-05,6.13e-05,9.65e-05,9.97e-05
1,AQZ92692.1,B4U62_20530,P34958,0.000534344,0.000824823,0.002209969,0.00118795,0.00092928,0.000734815,0.000453895,0.000258705,0.000191801,0.000167109,1.98e-05,0.000203521,6.84e-05,2.39e-05,3.48e-05,8.25e-05
1,AQZ92693.1,B4U62_20535,P34956,0.000186457,0.000918782,0.001656134,0.001262858,0.000958795,0.000770212,0.000451525,0.000265686,0.000271773,0.000176258,3.15e-05,0.001373032,0.000194679,0.000151206,0.000366788,0.001213434
1,AQZ92694.1,B4U62_20550,P39575,0.000627548,4.93e-05,8.88e-05,4.57e-05,8.6e-05,0.000114118,8.73e-05,0.000113936,0.000409611,0.000137887,3.88e-05,9.32e-06,4.52e-05,1.05e-05,3.14e-05,1.44e-05
1,AQZ92695.1,B4U62_20555,P39574,9.32e-05,3.16e-05,4.27e-05,3.08e-05,5.34e-05,7.01e-05,5.1e-05,7.06e-05,0.000122869,8.38e-05,2.53e-05,0.000276707,9.11e-05,3.07e-05,6.57e-05,0.000112258
1,AQZ92697.1,B4U62_20565,P39601,6.25e-06,2.48e-05,2.68e-05,3.23e-05,2.98e-05,2.66e-05,2.2e-05,1.89e-05,9.41e-06,1.18e-05,3.26e-06,3.49e-06,0,6.45e-06,0,0
1,AQZ92700.1,B4U62_20580,P39599,9.08e-05,3.1e-06,4.65e-06,5.62e-06,4.85e-05,0.000111141,0.000110187,0.00011173,0.000625817,4.95e-05,7.27e-06,0,6.16e-06,4.07e-06,1.64e-05,0.000608504
1,AQZ92701.1,B4U62_20585,P39598,3.22e-05,4.25e-05,4.62e-05,4.9e-05,3.91e-05,3.71e-05,3.28e-05,3.29e-05,7.87e-05,2.23e-05,6.47e-06,4.36e-06,6.33e-06,1.18e-05,2.66e-05,0.000111821
1,AQZ92702.1,B4U62_20590,P39597,0.000190503,7.31e-05,0.000106368,0.000102612,0.000109073,8.86e-05,4.7e-05,5.45e-05,0.00019082,8.37e-05,1.71e-05,1.19e-06,1.75e-06,2.45e-06,1.58e-06,5.67e-05
1,AQZ92704.1,B4U62_20600,P39595,3.52e-05,3.23e-05,4.75e-05,5.18e-05,4.49e-05,2.43e-05,1.95e-05,2.2e-05,5.84e-05,1.72e-05,3.2e-06,NA,NA,NA,NA,NA
1,AQZ92705.1,B4U62_20605,P39594,0.00019056,6.01e-05,8.47e-05,6.42e-05,5.29e-05,4.28e-05,4.88e-05,4.79e-05,5.6e-05,2.69e-05,5.65e-06,8.16e-05,3.09e-05,3.04e-05,2.71e-05,1.56e-05
1,AQZ92706.1,B4U62_20610,P39593,5.4e-05,4.35e-05,5.47e-05,4.33e-05,3.47e-05,3.17e-05,3.67e-05,3.72e-05,7.32e-05,2.2e-05,3.72e-06,6e-05,2.17e-06,1.6e-06,1.34e-05,4.17e-06
1,AQZ92707.1,B4U62_20615,P39592,5.93e-05,3.78e-05,4.07e-05,3.62e-05,3.21e-05,3.1e-05,3.35e-05,3.37e-05,5.23e-05,2.53e-05,3.63e-06,4.61e-06,1.03e-05,7.67e-06,7.19e-06,1.58e-06
1,AQZ92709.1,B4U62_20625,P39590,2.62e-06,1.27e-05,6.87e-06,6.56e-06,4.8e-06,6.9e-06,6.74e-06,7.83e-06,2.33e-05,1.04e-05,1.02e-05,NA,NA,NA,NA,NA
1,AQZ92710.1,B4U62_20630,P39589,1.03e-05,3.21e-05,1.73e-05,2.28e-05,2.91e-05,2.72e-05,1.9e-05,1.74e-05,4.65e-05,1.04e-05,2.34e-06,NA,NA,NA,NA,NA
1,AQZ92711.1,B4U62_20635,P39588,3.8e-06,5.89e-05,2.54e-05,4.08e-05,5.61e-05,5.41e-05,3.93e-05,3.53e-05,9.04e-06,8.57e-06,1.85e-06,NA,NA,NA,NA,NA
1,AQZ92712.1,B4U62_20640,P39587,4.82e-05,7.28e-05,8.1e-05,5.81e-05,5.6e-05,6.42e-05,7.51e-05,6.74e-05,7.23e-05,2.66e-05,5.11e-06,0.000142907,6.27e-06,7.04e-06,5.09e-05,5.36e-06
1,AQZ92713.1,B4U62_20645,P39586,0.000240823,0.000209363,0.000100824,0.000114946,0.000155081,0.000162572,0.000117621,0.000173584,0.000114346,9.34e-05,1.34e-05,2.9e-05,0.000934458,0.000338521,8.26e-05,5.54e-05
1,AQZ92716.1,B4U62_20660,P16396,4.38e-05,7.61e-05,0.000126842,4.86e-05,2.54e-05,3.24e-05,3.85e-05,2.36e-05,9.24e-05,3.53e-05,1.09e-05,1.05e-06,4.8e-06,1.1e-06,0,1.11e-06
1,AQZ92719.1,B4U62_20675,P25148,0.001146193,0.000104513,0.00066061,7.47e-05,0.002757788,0.006097397,0.00487443,0.005159314,0.003886763,0.005908411,0.001731951,1.4e-05,2.07e-06,3.13e-06,1.4e-06,2.91e-06
1,AQZ92721.1,B4U62_20685,P25150,5.13e-05,2.91e-05,1.41e-05,2.36e-05,7.46e-05,0.000137529,0.000112889,0.000121696,0.000232471,0.0001427,1.35e-05,NA,NA,NA,NA,NA
1,AQZ92722.1,B4U62_20690,P25151,6.19e-06,4.71e-06,9.71e-06,3.14e-06,4.41e-06,5.3e-06,5.57e-06,5.7e-06,9.88e-06,6.1e-06,2.06e-06,1.23e-05,2.79e-06,5.86e-06,4.89e-06,1.8e-05
1,AQZ92723.1,B4U62_20695,P25152,0.000151824,1.95e-05,1.26e-05,9.3e-06,2.63e-05,3.85e-05,2.7e-05,5.66e-05,0.000106445,1.93e-05,3.56e-06,2.91e-05,0.000973394,0.000232539,0.001146829,9.34e-05
1,AQZ92724.1,B4U62_20700,P39583,7.74e-05,2.99e-05,2.77e-05,3.77e-05,2.9e-05,2.33e-05,2.72e-05,2.42e-05,2.03e-05,3.47e-05,1.77e-05,3.32e-05,1.64e-06,5.19e-06,1.21e-05,6.08e-05
1,AQZ92725.1,B4U62_20705,P39582,8.79e-05,0.000192862,8.76e-05,9.13e-05,8.59e-05,7.03e-05,6.95e-05,5.72e-05,9.95e-05,3.59e-05,7.81e-06,3.66e-05,3.04e-05,1.41e-06,0,0
1,AQZ92727.1,B4U62_20720,P39581,6.18e-05,0.000501752,0.000592036,0.000305904,0.000205466,0.000161025,0.000171958,0.000147416,8.74e-05,6.58e-05,7.17e-06,0.000547463,3.92e-05,5.71e-06,1.21e-05,9e-07
1,AQZ92731.1,B4U62_20740,P39577,0.000118139,0.000588235,0.000513906,0.000255398,0.00020549,0.000177381,0.000202241,0.000193736,0.000122727,8.82e-05,2.13e-05,9.71e-06,1.29e-05,1.37e-05,2.18e-07,0
1,AQZ92732.1,B4U62_20745,P39576,0.000211388,0.000501515,0.00035711,0.000222541,0.000295926,0.000336688,0.000265278,0.000384222,0.00037484,0.000194144,2.9e-05,0.000352475,5.76e-05,4.06e-05,0.000286707,3.08e-05
1,AQZ92733.1,B4U62_20750,P46320,0.001158502,6.81e-06,6.95e-06,2.35e-05,0.000164709,0.000272253,0.000198104,0.000291055,0.002159808,0.000325201,6.3e-05,7.71e-05,0.000110973,1.77e-05,6.92e-05,0.000457952
1,AQZ92739.1,B4U62_20780,P94378,3.5e-05,1.17e-05,5.23e-06,5.76e-06,1.57e-05,3.29e-05,2.26e-05,3.08e-05,0.000118108,4.11e-05,7.01e-06,3.87e-06,0,9.47e-07,1.16e-06,0
1,AQZ92740.1,B4U62_20785,P94377,9.1e-05,3.31e-05,1.38e-05,9.13e-06,0.000129477,0.000226434,0.000194208,0.000229257,0.000691173,0.000269815,5.39e-05,3.92e-06,1.2e-05,2.53e-05,7.48e-05,3.7e-05
1,AQZ92741.1,B4U62_20790,P94376,0.000123065,1.48e-05,1.34e-05,1.16e-05,2.4e-05,4.15e-05,3.57e-05,5.6e-05,0.000423548,0.000138012,2.29e-05,NA,NA,NA,NA,NA
1,AQZ92743.1,B4U62_20800,A0A1V0AYG9,3.39e-05,6.97e-06,1.11e-05,5.83e-06,1.28e-05,1.58e-05,1.63e-05,2.15e-05,0.000295371,9.22e-05,1.36e-05,NA,NA,NA,NA,NA
1,AQZ92748.1,B4U62_20825,P94369,1.04e-05,6.41e-05,3.56e-05,4.33e-05,3e-05,2.65e-05,4.96e-05,3.59e-05,4.55e-05,1.84e-05,1.95e-06,NA,NA,NA,NA,NA
1,AQZ92749.1,B4U62_20830,P94368,9.33e-05,1.51e-05,1.57e-05,1.38e-05,3.02e-05,2.76e-05,3.82e-05,3.24e-05,0.000261769,6.36e-05,1.67e-05,7.77e-06,1.02e-06,0,1.57e-05,0
1,AQZ92750.1,B4U62_20835,P94367,5.13e-06,1.49e-06,1.02e-05,5.82e-06,8.9e-06,1.42e-05,2.46e-05,3.38e-05,2e-05,4.24e-06,1.83e-06,6.73e-06,7.15e-07,1.16e-06,9.43e-07,1.6e-06
1,AQZ92751.1,B4U62_20840,P94366,8.71e-06,8.12e-07,2.14e-05,6.69e-06,1.24e-05,1.84e-05,3.04e-05,3.48e-05,3e-05,3.84e-06,1.72e-06,3.91e-05,1.48e-05,5.18e-05,2.99e-05,8.86e-06
1,AQZ92752.1,B4U62_20845,P94365,2.44e-05,1.67e-06,3.27e-05,8.98e-06,2.63e-05,3.62e-05,5.29e-05,5.8e-05,2.46e-05,7.24e-06,5.03e-06,5.98e-05,4.65e-06,4.2e-06,3.42e-06,9.95e-05
1,AQZ92753.1,B4U62_20850,P94364,3.43e-05,7.97e-07,1.68e-05,8.53e-06,9.46e-06,9.77e-06,1.26e-05,2.76e-05,7.78e-06,2.47e-06,4.33e-07,2.4e-05,0,1.86e-06,0,0
1,AQZ92754.1,B4U62_20855,P94363,7.58e-05,0.000129074,0.000233702,0.000105333,7.08e-05,4.24e-05,3.46e-05,5.94e-05,0.000354854,0.000100413,1.09e-05,5.63e-06,1.03e-06,0,0,0
1,AQZ92755.1,B4U62_20860,P94362,7.5e-06,6.04e-05,3.48e-05,4.56e-05,5.82e-05,4.99e-05,4.29e-05,3.13e-05,4.91e-05,2.54e-05,4.98e-06,9.55e-06,3.66e-06,4.24e-07,1.29e-06,2.5e-05
1,AQZ92757.1,B4U62_20870,P94361,3e-05,4.18e-05,2.64e-05,3.57e-05,1.92e-05,1.97e-05,2.21e-05,3.1e-05,1.85e-05,5.82e-06,1.45e-06,NA,NA,NA,NA,NA
1,AQZ92758.1,B4U62_20875,P94360,0.000345213,4.37e-05,2.61e-05,4.9e-05,9.29e-05,0.000113613,0.00011632,0.000186695,0.00023856,8.99e-05,3.21e-05,0.000233017,0.000111356,5.06e-05,0.000135939,0.000112258
1,AQZ92760.1,B4U62_20885,P94358,6.16e-05,5.43e-06,9.4e-06,4.48e-06,4.36e-05,8.35e-05,6.91e-05,7.91e-05,0.000309038,0.000178021,3.41e-05,2.53e-05,9.94e-07,2.06e-06,2.37e-06,9.04e-07
1,AQZ92763.1,B4U62_20900,P55180,0.000259374,0.000287072,0.000276366,0.00021464,0.000215376,0.000165302,0.000171154,0.000194718,0.000197401,0.000117697,3.03e-05,0.001770329,0.000320718,9.24e-05,0.000326253,0.000177305
1,AQZ92764.1,B4U62_20905,P55185,8.91e-06,6.35e-06,4.21e-06,4.22e-06,1.45e-05,2.7e-05,1.79e-05,2.47e-05,6.53e-05,2.39e-05,7.45e-06,NA,NA,NA,NA,NA
1,AQZ92765.1,B4U62_20910,P55181,8.47e-06,3.99e-05,1.89e-05,2.44e-05,2.6e-05,3.05e-05,2.95e-05,3.71e-05,5.69e-05,2.48e-05,5.01e-06,NA,NA,NA,NA,NA
1,AQZ92768.1,B4U62_20925,P55184,4.66e-06,1.18e-05,7.73e-06,1.07e-05,9.7e-06,7.87e-06,8.15e-06,8.56e-06,1.04e-05,2.03e-06,3.71e-07,1.42e-05,7.87e-07,1.9e-06,3.37e-06,2.67e-06
1,AQZ92769.1,B4U62_20930,P55179,0.000228258,0.000105293,0.000402157,0.000134362,0.000135628,0.000146276,9.8e-05,0.000111314,0.000120324,4.43e-05,7.21e-06,0.000351927,0.001487389,0.000625549,0.000909554,0.000374545
1,AQZ92771.1,B4U62_20940,P94352,0.000180423,5.51e-05,6.25e-05,5.41e-05,6.57e-05,5.58e-05,7.04e-05,7.34e-05,4.33e-05,5.73e-05,1.92e-05,0.000119458,1.33e-05,4.08e-06,8.73e-05,2.24e-05
1,AQZ92772.1,B4U62_20945,P42319,0.00064292,0.000448512,0.000271129,0.000259326,0.000217609,0.000143959,0.000134768,0.000202682,0.000138549,6.89e-05,1.14e-05,8.87e-05,0.000364439,0.000229656,0.00078594,0.000317891
1,AQZ92773.1,B4U62_20950,P42318,0.000373688,0.001561969,0.000687597,0.000632904,0.000484657,0.000330577,0.000254407,0.000391023,0.000206541,0.000153967,2.03e-05,2.22e-05,0.000535756,0.000336264,0.000373708,5.51e-05
1,AQZ92774.1,B4U62_20955,P42317,2.36e-05,2.59e-05,1.43e-05,2.07e-05,5.05e-05,9.97e-05,0.000138398,0.000161113,0.000185815,1.16e-05,1.89e-06,2.07e-06,7.66e-06,2.89e-06,5.83e-06,9.76e-06
1,AQZ92775.1,B4U62_20960,P42316,1.02e-05,3.3e-06,2.33e-06,2.38e-06,3.89e-05,7.75e-05,0.000110551,0.000125775,0.000151466,8.71e-06,1.12e-06,3.07e-06,3.08e-05,3.14e-06,4.14e-06,3.03e-06
1,AQZ92776.1,B4U62_20965,P42315,3.57e-06,5.49e-07,3.67e-07,4.39e-07,2.65e-05,5.23e-05,8.42e-05,7.77e-05,7.78e-05,5.02e-06,3.4e-07,0,1.5e-05,1.19e-05,5.95e-06,6.82e-05
1,AQZ92778.1,B4U62_20975,P42313,2.4e-05,0.000104907,6.64e-05,7.09e-05,5.36e-05,4.29e-05,3.52e-05,3.33e-05,6.85e-05,2.79e-05,6.17e-06,NA,NA,NA,NA,NA
1,AQZ92779.1,B4U62_20980,P42312,5.07e-05,0.00010256,4.37e-05,3.53e-05,4.09e-05,6.53e-05,6e-05,6.84e-05,7.57e-05,2.56e-05,6.94e-06,0.000125505,5.03e-05,1.94e-05,4.65e-05,0.000290617
1,AQZ92781.1,B4U62_20995,P42234,0.002666061,2.01e-05,0.000109779,1.39e-05,0.000154025,0.000405071,0.000263775,0.000339627,0.002197166,0.000574219,0.000140806,8.51e-06,7.87e-06,2.23e-06,1.28e-05,2.13e-06
1,AQZ92783.1,B4U62_21005,P04957,0.00448606,2.87e-05,1.2e-05,1.37e-05,4.55e-05,0.000117696,9.61e-05,0.000239146,0.000393342,0.000136547,5.05e-05,2.28e-05,4.81e-05,7.95e-06,0.000185371,0.000347042
1,AQZ92786.1,B4U62_21020,P42306,7.84e-05,1.72e-05,3.88e-05,3.22e-05,4.36e-05,6.57e-05,6.77e-05,7.22e-05,0.000137025,2.78e-05,6.06e-06,0,1.49e-05,1.86e-06,0,5.6e-05
1,AQZ92787.1,B4U62_21025,P42305,2.67e-05,0.000108468,8.16e-05,8.66e-05,8.23e-05,8.29e-05,8.47e-05,0.000101967,0.00010585,4.23e-05,8.21e-06,4.73e-05,6.91e-06,1.83e-06,2.84e-05,5.49e-06
1,AQZ92788.1,B4U62_21030,P42304,1.19e-05,6.99e-06,2.11e-05,1.12e-05,1.23e-05,1.21e-05,1.28e-05,1.23e-05,1.71e-05,5.04e-06,1.17e-06,1.35e-05,4.84e-05,9.08e-07,4.87e-07,1.9e-05
1,AQZ92800.1,B4U62_21090,Q07833,0.000106576,8.17e-05,0.000402814,0.000226059,0.000186745,0.00012077,5.65e-05,5.58e-05,2.2e-05,2.67e-05,2.73e-06,0.000140139,0.000277203,0.000858089,0.005168215,0.000440641
1,AQZ92801.1,B4U62_21100,P42297,0.001244381,0.000184954,0.006737452,0.001927298,0.001180932,0.001396906,0.001271553,0.000713346,0.001363509,0.001262441,0.000200598,0.003052821,0.000105127,0.000195171,0.000351049,0.000529818
1,AQZ92811.1,B4U62_21155,P10944,0.000688641,1.15e-06,6.5e-07,7.85e-07,3.51e-06,4.32e-06,4.83e-06,1.22e-05,7.12e-05,5.92e-06,2.23e-06,NA,NA,NA,NA,NA
1,AQZ92812.1,B4U62_21160,P25503,0.002748612,3.36e-06,6.83e-06,2.52e-06,5.24e-06,6.64e-06,7.39e-06,1.53e-05,0.000135899,1.09e-05,3.3e-06,3.23e-06,6.91e-06,1.14e-05,1.56e-06,2.22e-05
1,AQZ92813.1,B4U62_21165,P42084,0.005165248,4.5e-06,5.76e-06,3.79e-06,7.93e-06,1.21e-05,1.34e-05,2.52e-05,0.000128522,1.85e-05,5.49e-06,2.7e-06,4.75e-06,5.89e-07,4.68e-06,9.89e-06
1,AQZ92814.1,B4U62_21170,P42068,0.003753487,4.57e-06,5.25e-06,3.5e-06,9.49e-06,1.84e-05,1.86e-05,2.72e-05,0.000138073,2.41e-05,6.22e-06,0,3.47e-07,0,1.05e-05,2.49e-06
1,AQZ92815.1,B4U62_21175,P42087,0.001255202,2.18e-06,4.6e-06,2.95e-06,9.29e-06,1.63e-05,1.35e-05,2.2e-05,0.000128248,2.11e-05,4.52e-06,NA,NA,NA,NA,NA
1,AQZ92816.1,B4U62_21180,P39142,0.000205632,7.3e-05,0.000146048,6.7e-05,0.000100258,0.000117721,5.28e-05,6.42e-05,6.9e-05,2.94e-05,7.86e-06,0.000488156,0.000138611,0.000256866,0.000116166,0.000114881
1,AQZ92817.1,B4U62_21185,P39141,3.55e-05,6.29e-05,6.2e-05,4.28e-05,5.69e-05,7.88e-05,3.49e-05,4.73e-05,4.03e-05,2.07e-05,8.55e-06,9.08e-05,0.000202192,6.5e-05,9.69e-05,0.000133766
1,AQZ92818.1,B4U62_21190,P39121,1.5e-05,0.000108909,9.55e-05,7.46e-05,0.000105089,0.000116022,4.99e-05,7.07e-05,2.68e-05,2.44e-05,4.71e-06,0.00095211,9.12e-05,0.000102817,0.000268162,0.000123274
1,AQZ92820.1,B4U62_21200,P39139,7.14e-06,1.28e-05,1.61e-05,1.15e-05,1.46e-05,4.26e-05,1.93e-05,2.76e-05,0.000111718,3.53e-05,5.44e-06,NA,NA,NA,NA,NA
1,AQZ92822.1,B4U62_21210,P54956,8.65e-06,6.83e-05,8.78e-05,6.27e-05,1.61e-05,1.85e-05,1.51e-05,2.12e-05,2.22e-05,1.47e-05,3.64e-06,1.37e-06,3.72e-06,1.18e-05,2.72e-06,1.06e-06
1,AQZ92823.1,B4U62_21215,P54955,9.24e-06,7.19e-05,0.000105234,6.72e-05,1.99e-05,1.92e-05,1.48e-05,2.61e-05,2.81e-05,1.63e-05,4.05e-06,5.38e-06,7.51e-05,4.46e-05,7.96e-05,9.13e-06
1,AQZ92824.1,B4U62_21220,P54954,3.73e-06,6.59e-05,8.36e-05,5.58e-05,1.61e-05,1.54e-05,1.08e-05,1.76e-05,2.69e-05,1.37e-05,4.55e-06,0,4.13e-06,4.95e-06,2.22e-05,1.53e-05
1,AQZ92825.1,B4U62_21225,P54953,4.82e-06,7.26e-05,9.59e-05,6.45e-05,1.55e-05,1.92e-05,1.02e-05,2.21e-05,2.49e-05,1.91e-05,4.87e-06,1.13e-06,2.22e-05,3.42e-06,3.72e-05,6.5e-06
1,AQZ92826.1,B4U62_21230,P54952,7.56e-06,9.85e-05,0.000114194,7.54e-05,2.1e-05,2.33e-05,1.48e-05,2.78e-05,2.78e-05,1.86e-05,6.44e-06,8.54e-06,7.79e-05,0.000232539,0.000162138,0.000123274
1,AQZ92828.1,B4U62_21240,P54950,3.11e-06,0.000122803,0.000144067,9.21e-05,2.19e-05,2.44e-05,1.42e-05,3.11e-05,3.47e-05,2.1e-05,5.6e-06,5.28e-06,8.8e-05,5.39e-05,5.39e-05,2.88e-05
1,AQZ92830.1,B4U62_21250,P54948,4.48e-05,1.44e-05,1.03e-05,8.69e-06,3.18e-05,5.53e-05,6.88e-05,8.2e-05,7.35e-05,2.41e-05,3.7e-06,2.45e-05,6.86e-06,1.55e-05,3.73e-06,2.38e-05
1,AQZ92831.1,B4U62_21255,P54947,1.23e-05,0.000143941,8.2e-05,9.38e-05,8.09e-05,6.19e-05,7.25e-05,5.6e-05,4e-05,2.96e-05,6.44e-06,8.69e-05,6.56e-05,3.59e-05,7.19e-05,6.02e-06
1,AQZ92836.1,B4U62_21280,P54942,3.18e-06,9.07e-05,7.08e-05,0.000141729,7.76e-05,4.35e-05,3.8e-05,2.31e-05,9.72e-06,1.23e-05,1.53e-06,NA,NA,NA,NA,NA
1,AQZ92840.1,B4U62_21300,P42423,4.38e-06,1.8e-06,2.07e-06,3.16e-06,4.36e-06,4.4e-06,4.48e-06,4.63e-06,6.55e-06,1.48e-06,4.72e-07,1.81e-06,2.2e-07,0,8.41e-06,0
1,AQZ92841.1,B4U62_21305,P42422,7.6e-05,3.59e-05,1.6e-05,2.24e-05,2.02e-05,2.21e-05,2.04e-05,2.36e-05,2.34e-05,1.01e-05,2.62e-06,9.64e-06,0,2.77e-06,7.52e-06,0
