Phylostratum (ps),Protein_ID,Locus_tag,UniProt,T_LC,T_6H,T_12H,T_1D,T_2D,T_3D,T_5D,T_7D,T_14D,T_1M,T_2M,P_LC,P_12H,P_1D,P_2D,P_7D
1,AQZ91086.1,B4U62_11860,P11044,0.000208244,9.13e-05,5.23e-05,5.79e-05,7.72e-05,8.28e-05,8.14e-05,5.85e-05,8.9e-05,5.08e-05,1.5e-05,8.88e-05,1.01e-05,2.51e-06,1.78e-05,0
1,AQZ91089.1,B4U62_11875,P54171,9.77e-05,3.27e-05,4.45e-05,4.11e-05,5.85e-05,7.85e-05,9.48e-05,0.000111035,0.000156799,4.25e-05,9.44e-06,NA,NA,NA,NA,NA
1,AQZ91091.1,B4U62_11885,P51785,0.000339732,0.000364157,0.000128272,0.000142183,0.000157689,0.000141348,0.000145178,0.000194803,0.000227694,0.000103286,1.55e-05,9.24e-06,0.001650072,0.00079492,0.00049284,0.000137438
1,AQZ91092.1,B4U62_11890,P54169,0.000188486,0.000127277,8.45e-05,7.46e-05,9.04e-05,7.36e-05,5.91e-05,6.65e-05,5.77e-05,2.56e-05,5.91e-06,0.000181496,0.000135496,8.07e-05,0.000103808,1.78e-05
1,AQZ91093.1,B4U62_11895,P54168,7.04e-06,2.44e-05,1.68e-05,1.81e-05,2.94e-05,2.54e-05,1.76e-05,2.44e-05,1.64e-05,6.17e-06,1.58e-06,2.42e-05,1.02e-05,1.2e-05,2.86e-05,0.00015714
1,AQZ91094.1,B4U62_11900,P52035,4.27e-06,3.35e-05,1.86e-05,3.02e-05,3.69e-05,3.19e-05,1.85e-05,2.57e-05,9.88e-06,8.4e-06,1.51e-06,0.000134039,2.89e-05,4.94e-06,5.61e-05,3e-05
1,AQZ91095.1,B4U62_11905,P54167,1.97e-05,9.12e-05,3.66e-05,4.63e-05,6.46e-05,7.5e-05,6.67e-05,5.89e-05,1.25e-05,1.89e-05,4.57e-06,0.000109282,3.66e-05,2.98e-05,3.69e-05,1.99e-06
1,AQZ91096.1,B4U62_11910,P54166,0.000177607,0.000291952,0.000176752,0.000226099,0.000258858,0.000259137,0.000288621,0.000231669,9.04e-05,8.36e-05,1.79e-05,4.81e-05,3.8e-06,2.9e-06,8.92e-07,3.84e-06
1,AQZ91097.1,B4U62_11915,P51777,0.001180265,0.05152596,0.034459666,0.081914181,0.045169967,0.01667559,0.012702526,0.011679302,0.001472677,0.005969039,0.002077186,0.001069636,0.002188189,0.016113585,0.004127597,0.001079956
1,AQZ91101.1,B4U62_11935,P54164,3.67e-05,2.57e-05,2.38e-05,2.18e-05,5.64e-05,0.000109388,9.58e-05,0.000119364,4.86e-05,2.46e-05,3.76e-06,8.76e-06,6.81e-07,1.65e-06,1.88e-06,1.99e-06
1,AQZ91102.1,B4U62_11940,P54163,1.14e-05,4.5e-05,2.68e-05,3.65e-05,5.69e-05,9.14e-05,7.67e-05,9.51e-05,0.000108114,3.23e-05,7.24e-06,NA,NA,NA,NA,NA
1,AQZ91103.1,B4U62_11945,P54162,2.57e-05,3.71e-05,2.14e-05,2.84e-05,3.09e-05,3.19e-05,2.41e-05,2.75e-05,1.72e-05,1.83e-05,2.75e-06,3.11e-06,2.29e-06,8.77e-07,0,9.91e-06
1,AQZ91105.1,B4U62_11955,P54161,4.09e-05,7.04e-05,4.08e-05,4.73e-05,6.09e-05,6.32e-05,9.8e-05,7.01e-05,8.57e-05,4.77e-05,1.07e-05,3.8e-05,1.78e-05,1.28e-06,1.13e-06,4.94e-06
1,AQZ91108.1,B4U62_11970,P54159,1.24e-05,2.07e-05,1.14e-05,9.23e-06,1.46e-05,1.26e-05,1.38e-05,1.3e-05,1.33e-05,8.52e-06,2.04e-06,3.39e-05,2.12e-06,7.72e-06,1.2e-06,3.02e-06
1,AQZ91111.2,B4U62_11985,P54157,5.13e-06,5.2e-06,4.56e-06,1.37e-05,1.75e-05,2.85e-05,3.47e-05,3.67e-05,4.86e-05,1.99e-05,5.44e-06,NA,NA,NA,NA,NA
1,AQZ91112.1,B4U62_11990,P42086,2.53e-06,0.000227415,9.99e-05,0.000145251,6.69e-05,7.28e-06,3.09e-05,2.11e-05,1.79e-05,1.92e-05,2.04e-06,2.47e-06,4.18e-06,6.16e-06,0,0
1,AQZ91113.1,B4U62_11995,P42085,3.39e-06,0.000225652,0.000136811,0.000151376,5.95e-05,6.64e-06,2.86e-05,1.96e-05,1.33e-05,1.71e-05,1.46e-06,0.00046456,0.000301191,0.000329591,0.000255973,7.4e-07
1,AQZ91114.1,B4U62_12000,P50848,0.000191936,8.14e-05,0.000153262,0.000102434,0.000109677,9.75e-05,8.56e-05,8.71e-05,7.43e-05,3.31e-05,6.8e-06,0.000117585,0.00033952,0.000184493,0.000674884,0.000209304
1,AQZ91116.1,B4U62_12010,P50846,3.32e-05,3.13e-06,6.49e-06,3.53e-06,8.74e-06,1.24e-05,1.08e-05,1.8e-05,4.19e-05,1.64e-05,2.27e-06,1.46e-06,0,3.02e-07,2.32e-06,8.76e-06
1,AQZ91117.1,B4U62_12015,P50845,4.09e-05,9.43e-06,1.77e-05,1.32e-05,1.62e-05,1.97e-05,1.59e-05,2.89e-05,6.24e-05,1.79e-05,4.25e-06,6.21e-06,1.38e-06,5.37e-07,9.73e-06,1.24e-06
1,AQZ91118.1,B4U62_12020,P50844,4.2e-05,1.9e-05,2.28e-05,2.8e-05,2.81e-05,2.81e-05,2.23e-05,3.81e-05,2.25e-05,1.69e-05,2.27e-06,8.04e-06,1.8e-05,1.83e-06,8.23e-06,2.87e-06
1,AQZ91120.1,B4U62_12030,P50842,0.000102031,1.64e-05,3.7e-05,2.03e-05,2.81e-05,3.16e-05,2.72e-05,3.72e-05,5.12e-05,2.53e-05,4.78e-06,1.45e-05,1.22e-05,4.63e-05,1.8e-05,4.3e-06
1,AQZ91121.1,B4U62_12035,P50831,5.65e-05,0.000146313,7.27e-05,7.7e-05,6.89e-05,5.79e-05,8.73e-05,5.64e-05,4.73e-05,3.78e-05,9.24e-06,7.15e-05,9.95e-06,2.67e-05,8.45e-06,0
1,AQZ91123.1,B4U62_12050,P50840,4.15e-05,0.000166257,9.39e-05,9.79e-05,6.72e-05,5.3e-05,9.34e-05,6.11e-05,3.79e-05,3.06e-05,6.42e-06,0.000187299,4.89e-05,1.24e-05,3.25e-05,1.33e-05
1,AQZ91127.1,B4U62_12075,P50837,0.000137127,2.88e-05,3.36e-05,2.37e-05,7.17e-05,0.000127127,0.00014159,0.000171338,0.000332752,0.000288998,0.000110746,8.79e-06,5.73e-06,3.55e-06,5.64e-06,7.16e-06
1,AQZ91128.1,B4U62_12080,P50830,2.99e-05,2.77e-05,2.35e-05,1.94e-05,1.95e-05,1.62e-05,1.58e-05,1.71e-05,1.64e-05,8.34e-06,1.41e-06,5.25e-05,1.41e-06,1.9e-06,1.58e-05,3.59e-06
1,AQZ91137.1,B4U62_12130,P39793,0.000280897,0.0001837,0.000176943,0.000124776,0.000117848,9.32e-05,8.37e-05,0.000108216,0.000103596,7.32e-05,1.71e-05,8.66e-05,1.99e-05,3.35e-05,7.69e-05,2.6e-06
1,AQZ91139.1,B4U62_12140,P39788,4.66e-05,9.56e-05,5e-05,7.89e-05,6.53e-05,5.36e-05,7.04e-05,5.13e-05,6.83e-05,3.8e-05,1.05e-05,2.24e-05,3.46e-05,8.15e-06,0,1.22e-05
1,AQZ91141.1,B4U62_12155,P53001,4.57e-05,0.000533295,0.000208883,0.00023542,0.000205012,0.000172438,0.000122928,0.00011838,7.98e-05,6.86e-05,7.73e-06,0.003555535,0.00064867,0.000256562,0.000776087,0.0001836
1,AQZ91144.1,B4U62_12170,P54394,0.000158871,0.000122196,0.000116731,0.000100187,0.000123224,0.000107206,9.77e-05,8.7e-05,0.000206934,0.000130492,2.02e-05,1.43e-05,1.35e-06,7.8e-07,1.57e-06,4.01e-07
1,AQZ91145.1,B4U62_12175,P52999,0.000104132,0.000130598,7.93e-05,7.06e-05,9.36e-05,8.15e-05,6.83e-05,5.11e-05,2.18e-05,2.23e-05,1.02e-05,2.02e-05,9.99e-05,5.66e-05,5.31e-06,2.42e-06
1,AQZ91146.1,B4U62_12180,P52998,0.000195577,0.000118234,4.63e-05,4.42e-05,5.13e-05,4.9e-05,4.08e-05,3.56e-05,3.92e-05,2.22e-05,4.95e-06,0.000205299,4.07e-06,7.92e-06,8.58e-06,7.24e-06
1,AQZ91147.1,B4U62_12185,P52996,0.000146982,0.000125086,5.19e-05,4.91e-05,5.97e-05,5.17e-05,4.6e-05,3.68e-05,5.44e-05,2.86e-05,5.99e-06,0.000919151,7.61e-05,0.000118191,5.8e-05,3.28e-05
1,AQZ91148.1,B4U62_12190,P0CI75,1.96e-05,5.3e-05,2.66e-05,3.06e-05,3.35e-05,2.62e-05,3.13e-05,2.55e-05,1.71e-05,9.77e-06,1.99e-06,1.61e-05,1.42e-07,2.12e-06,1.02e-06,5.86e-07
1,AQZ91149.1,B4U62_12195,P42977,2.16e-05,5.63e-05,2.81e-05,3.6e-05,4.68e-05,3.48e-05,3.76e-05,3.11e-05,3.07e-05,1.02e-05,1.73e-06,1.1e-06,3.05e-06,7.33e-07,9.48e-07,0
1,AQZ91150.1,B4U62_12200,P42982,1.95e-05,5.2e-05,3.63e-05,3.85e-05,4.65e-05,3.61e-05,3.55e-05,3.16e-05,2.39e-05,1.21e-05,1.72e-06,0.000102054,3.26e-07,1.37e-06,2.33e-06,1.22e-05
1,AQZ91151.1,B4U62_12205,P42981,4.62e-05,4.71e-05,2.99e-05,3.4e-05,4.33e-05,3.65e-05,3.19e-05,2.51e-05,2.39e-05,1.25e-05,2.23e-06,1.87e-05,1.56e-06,3.13e-06,3.56e-05,3.97e-05
1,AQZ91152.1,B4U62_12210,P42980,4.33e-05,4.37e-05,3.07e-05,2.88e-05,4.12e-05,3.25e-05,3.2e-05,2.77e-05,0.000103069,1.48e-05,2.94e-06,0.000556389,4.82e-05,4.47e-05,0.000124817,0.000110685
1,AQZ91153.1,B4U62_12215,P42976,9.96e-06,5.65e-05,2.45e-05,3.18e-05,4.69e-05,3.45e-05,3.57e-05,3.06e-05,2.64e-05,1.27e-05,1.67e-06,0.000374893,8.1e-05,3.2e-05,7.76e-05,4.86e-06
1,AQZ91154.1,B4U62_12220,P42979,1.42e-06,6.18e-05,2.81e-05,4.03e-05,4.38e-05,3.21e-05,3.18e-05,2.35e-05,1.24e-05,8.59e-06,2.54e-06,5.48e-06,0.000122593,2.14e-05,0,0
1,AQZ91158.1,B4U62_12245,P46912,0.000315951,3.48e-05,3.55e-05,0.000115903,0.000277627,0.000396225,0.000223696,0.000279926,0.000522815,0.000100745,1.68e-05,0.000102941,0.000988968,0.000450665,0.000354924,0.004240951
1,AQZ91159.1,B4U62_12250,P46911,0.000374127,3.31e-05,3.78e-05,0.0001053,0.000251049,0.00033168,0.000181241,0.000190095,0.000189457,7.94e-05,1.16e-05,0.000194673,0.000543543,0.000437212,0.000332185,0.001951409
1,AQZ91162.1,B4U62_12275,P20692,5.58e-05,0.000438924,0.000261148,0.000245671,0.000159105,9.35e-05,0.00013778,0.000122173,5.19e-05,4.53e-05,5.24e-06,2.06e-05,3e-05,8.6e-06,3.07e-05,1.63e-06
1,AQZ91163.1,B4U62_12280,P17731,0.000250303,0.000674854,0.000404752,0.000382644,0.000307804,0.000220171,0.000296817,0.000271666,0.000135835,0.000108902,1.71e-05,0.000492581,0.000207421,6.1e-05,0.000173013,3.69e-05
1,AQZ91164.1,B4U62_12285,P07601,0.000145464,0.000466949,0.000278421,0.000253522,0.000221323,0.000130474,0.000196337,0.00018709,0.00013361,7.56e-05,1.62e-05,4.34e-06,2.28e-06,1.05e-06,2.73e-06,1.56e-06
1,AQZ91165.1,B4U62_12290,P07600,7.36e-05,1.66e-05,2.68e-05,8.45e-06,2.25e-05,2.09e-05,2.69e-05,3.17e-05,5.69e-05,2.22e-05,6.89e-06,1.6e-06,3.05e-06,3.88e-06,1.18e-05,6.85e-06
1,AQZ91166.1,B4U62_12295,P20167,1.92e-05,1.02e-05,1.46e-05,4.47e-06,9.62e-06,8.74e-06,1.34e-05,1.78e-05,2.86e-05,1.33e-05,6.2e-06,NA,NA,NA,NA,NA
1,AQZ91167.1,B4U62_12300,A0A0G4C9Z3,2.23e-05,1.23e-05,1.54e-05,5.6e-06,1.15e-05,1.04e-05,1.67e-05,2.16e-05,2.66e-05,1.87e-05,7.93e-06,5.92e-07,2.17e-06,6.25e-06,2.56e-05,8.62e-06
1,AQZ91168.1,B4U62_12310,P03963,1.82e-05,2.37e-05,2.55e-05,1.45e-05,2.72e-05,2.91e-05,4.18e-05,4.51e-05,4.87e-05,3.74e-05,1.35e-05,NA,NA,NA,NA,NA
1,AQZ91170.1,B4U62_12320,P31102,0.000264258,0.000434289,0.00083319,0.000185423,0.000133243,8.53e-05,7.57e-05,9.83e-05,5.4e-05,4.65e-05,7.38e-06,0.000120897,0.000128403,4.57e-05,0.000119132,2.97e-05
1,AQZ91171.1,B4U62_12325,P31104,9.12e-05,0.000363425,0.000482263,0.000169245,0.000128171,7.35e-05,6.9e-05,8.44e-05,5.08e-05,3.67e-05,5.09e-06,0.000663657,0.000283422,0.000273858,0.000449834,8.76e-05
1,AQZ91172.1,B4U62_12330,P31105,5.24e-06,3.3e-05,2.11e-05,1.94e-05,2.39e-05,2.06e-05,1.59e-05,2.59e-05,8.51e-06,8.64e-06,2.53e-06,8.32e-05,1.18e-05,8.99e-06,2.09e-05,6.08e-06
1,AQZ91173.1,B4U62_12335,P31103,0.000298283,0.00114183,0.000477857,0.00076113,0.000813877,0.000794119,0.000538558,0.000489374,0.000188984,0.000189124,3.65e-05,0.001176748,0.001316028,0.002527182,0.002306194,0.001312141
1,AQZ91174.1,B4U62_12340,P31114,9.92e-06,0.000222121,9.03e-05,0.000110939,8.96e-05,6.03e-05,8.17e-05,5.29e-05,1.86e-05,2.4e-05,3.03e-06,3.88e-05,2.86e-06,6.37e-06,1e-05,0
1,AQZ91175.1,B4U62_12345,P31113,2.01e-05,0.000167588,7.48e-05,9.24e-05,9.18e-05,7.08e-05,8.38e-05,6.41e-05,3.57e-05,2.52e-05,3.82e-06,0.000230589,1.07e-06,3.9e-06,3.37e-05,1.22e-05
1,AQZ91178.1,B4U62_12360,P19465,5.91e-05,0.000407978,0.000177617,0.000225973,0.000210164,0.000175165,0.000204159,0.000171298,0.000115027,8.73e-05,1.55e-05,9.86e-05,5.89e-05,4.65e-05,0.000105558,0
1,AQZ91179.1,B4U62_12365,P08821,0.003306027,0.027668544,0.00936113,0.015665153,0.00952166,0.006068317,0.003942906,0.003169345,0.000647058,0.001917299,0.000325319,0.000365967,0.07234262,0.031037248,0.00126861,0.003168417
1,AQZ91183.1,B4U62_12385,P46919,0.00016519,0.000180944,0.000139816,0.000124674,0.000101859,7.17e-05,0.000107249,9.04e-05,6.07e-05,5.73e-05,1.01e-05,0.000528123,1.48e-05,9.43e-06,3.63e-05,5.1e-06
1,AQZ91184.1,B4U62_12390,P50743,4.69e-05,0.000145033,9.36e-05,9.17e-05,7.89e-05,5.34e-05,9.54e-05,7.06e-05,5.83e-05,5.24e-05,1.07e-05,0.000668081,4.39e-05,2.34e-05,6.77e-05,3.75e-05
1,AQZ91189.1,B4U62_12420,P38494,0.001450939,0.001736396,0.0012848,0.001163987,0.00167441,0.001377223,0.001387753,0.000974063,0.000452657,0.000585478,0.000159048,0.002049962,0.002231083,0.003362639,0.002689117,0.001327168
1,AQZ91190.1,B4U62_12425,P38493,1.83e-05,0.000315222,0.000131517,0.000189946,0.000162523,0.000137166,0.000169999,0.000142425,2.39e-05,3.68e-05,1.23e-05,0.000614989,4.84e-05,0.000131102,0.000111653,1.75e-05
1,AQZ91194.1,B4U62_12445,P50739,1.99e-06,2.38e-07,2.87e-07,3.69e-07,1.12e-05,2.61e-05,4.86e-05,5.46e-05,2.15e-05,3.63e-06,1.19e-06,6.61e-06,1.26e-05,4.47e-05,0.000184788,0.000839316
1,AQZ91195.1,B4U62_12450,P50738,4.7e-05,0.000192534,0.000143117,0.00020168,0.000227622,0.000265902,0.000276133,0.00023916,0.000270235,0.000136467,3.36e-05,NA,NA,NA,NA,NA
1,AQZ91196.1,B4U62_12455,P50736,3.57e-05,0.000104527,8.91e-05,8.09e-05,8.95e-05,0.000101736,8.74e-05,7.61e-05,5.33e-05,3.87e-05,6.75e-06,0.000411467,9.42e-06,9.02e-06,4.67e-05,3e-05
1,AQZ91197.1,B4U62_12460,A0A0C3GZC9,0.000137013,0.000536611,0.000489197,0.000288309,0.000345839,0.000274336,0.000217604,0.000230175,0.000212972,0.000140845,3.7e-05,0.002654627,0.000426736,0.000214848,0.00065745,0.000354086
1,AQZ91199.1,B4U62_12470,P50733,3.06e-05,1.53e-05,1.16e-05,6.39e-06,1.74e-05,2.68e-05,3.94e-05,3.41e-05,3.37e-05,3.69e-05,1.55e-05,1.8e-05,0,2.18e-06,5.72e-07,2.9e-06
1,AQZ91202.1,B4U62_12490,P50729,0.000109058,4.64e-05,3.68e-05,3.57e-05,6.42e-05,8.7e-05,8.25e-05,9.45e-05,0.00015268,7.38e-05,1.59e-05,5.59e-06,5.21e-05,4.31e-05,7.43e-05,7.46e-06
1,AQZ91206.1,B4U62_12510,P35136,4.21e-05,0.001597839,0.000507745,0.000567064,0.000488042,0.000359559,0.000314578,0.000275511,7.4e-05,0.000125952,1.05e-05,0.000595069,0.000794289,0.000484296,0.001245694,0.001264219
1,AQZ91207.1,B4U62_12515,P35146,1.32e-05,6.56e-05,4.29e-05,7.03e-05,7.51e-05,6.91e-05,5.86e-05,4.89e-05,2.53e-05,2.2e-05,7.61e-06,2.31e-05,2.27e-05,1.33e-05,2.73e-05,5.61e-06
1,AQZ91210.1,B4U62_12530,P35164,0.000211238,8.48e-05,0.000146446,0.000150836,0.000160145,0.000148431,8.32e-05,7.44e-05,8.36e-05,4.53e-05,9.02e-06,4.76e-05,1.11e-05,1.28e-05,4.72e-06,3.09e-06
1,AQZ91211.1,B4U62_12535,P35163,0.000102915,7.01e-05,0.000147423,0.000124675,0.000155301,0.000153579,8.06e-05,7.22e-05,6.52e-05,4.05e-05,6.57e-06,0.001680969,0.000100454,0.000287713,0.00037964,0.00025335
1,AQZ91212.1,B4U62_12540,P35162,0.000155268,5.92e-05,0.000108511,0.000117439,0.00013847,0.000161818,8.73e-05,8.52e-05,0.000122048,3.84e-05,7.36e-06,4.45e-05,2.64e-06,2.61e-06,4.34e-06,7.22e-05
1,AQZ91213.1,B4U62_12545,P35161,7.76e-05,6.55e-05,7.24e-05,0.000128797,0.00014288,0.000136553,7.44e-05,6.1e-05,4.45e-05,3e-05,3.96e-06,2.69e-05,8.34e-06,1.02e-05,1.76e-06,7.03e-05
1,AQZ91214.1,B4U62_12550,P35160,8.7e-05,0.000109862,0.00012789,0.000224691,0.000221408,0.000169222,0.000101253,8.75e-05,5.08e-05,3.92e-05,4.51e-06,4.75e-05,3.57e-05,2.98e-05,2.06e-05,0.000103142
1,AQZ91215.1,B4U62_12555,P35159,3.27e-05,0.00011549,9.32e-05,0.000118695,0.000112101,0.000108943,0.000102826,0.00012296,8.77e-05,5.9e-05,1.49e-05,0.000165177,4.78e-05,8.37e-05,7.02e-05,2.92e-05
1,AQZ91218.1,B4U62_12570,P35150,3.8e-06,1.72e-06,1.15e-06,1.14e-06,3.25e-05,8.38e-05,8.52e-05,6.72e-05,4.57e-05,1.03e-05,2.65e-06,5.76e-06,2.13e-06,2.46e-05,0.000106774,0.000219271
1,AQZ91220.1,B4U62_12580,P35155,5.88e-06,2.98e-05,1.98e-05,1.43e-05,1.74e-05,1.2e-05,1.8e-05,1.7e-05,1.5e-05,8.6e-06,3.9e-06,3.54e-05,7.9e-06,9.61e-06,1.07e-05,4.89e-06
1,AQZ91221.1,B4U62_12590,P17617,6.34e-06,2.12e-05,1.4e-05,1.69e-05,2.24e-05,2.73e-05,3.68e-05,2.93e-05,2.08e-05,1.06e-05,1.62e-06,NA,NA,NA,NA,NA
1,AQZ91223.1,B4U62_12600,P11998,0.002191206,0.000159103,0.000138938,9.88e-05,0.000243045,0.000308243,0.000582138,0.000531292,0.000313155,0.000108429,3.33e-05,0.000736398,0.001323815,0.000863854,0.001596663,0.001180288
1,AQZ91224.1,B4U62_12605,P17620,0.001064121,0.000104095,9.56e-05,7.1e-05,8.05e-05,6.83e-05,7.08e-05,6.8e-05,0.000117237,5.78e-05,1.92e-05,0.000134337,9.15e-06,9.97e-06,2.78e-05,1.77e-05
1,AQZ91225.1,B4U62_12610,P16440,0.000819045,5.88e-05,5.63e-05,3.75e-05,4.28e-05,3.87e-05,4.41e-05,3.82e-05,3.41e-05,4.28e-05,1.86e-05,2.92e-05,1.3e-05,1.09e-05,5.17e-05,8.92e-05
1,AQZ91226.1,B4U62_12615,P17618,0.00098248,0.000117677,8.62e-05,6.4e-05,7.32e-05,6.19e-05,7.09e-05,7.06e-05,0.000220817,6.39e-05,1.78e-05,4.27e-06,1.07e-05,1.71e-06,1.47e-05,4.33e-05
1,AQZ91228.1,B4U62_12625,P28628,0.000242844,0.000431123,0.000224564,0.000272156,0.00037574,0.000419045,0.000359886,0.000311885,0.000166134,0.000208442,7.64e-05,0.000174026,9.76e-05,7.56e-05,0.00013754,0.000236013
1,AQZ91230.1,B4U62_12635,C0H447,4.02e-06,2.63e-05,2.71e-05,2.73e-05,3.28e-05,2.93e-05,2.54e-05,2.88e-05,8.65e-06,8.2e-06,1.77e-06,7.72e-05,0.000123037,2.46e-05,3.22e-05,7.34e-05
1,AQZ91234.1,B4U62_12660,P35137,4.83e-05,0.00094627,0.000363404,0.00050849,0.000437665,0.000297466,0.000245076,0.000189578,0.000105842,0.000108841,1.58e-05,0.000352578,0.001789515,0.000989733,0.000194269,0.000184649
1,AQZ91235.1,B4U62_12670,P31847,3.13e-05,0.000114358,7.02e-05,3.83e-05,3.69e-05,3.46e-05,4.18e-05,4.91e-05,3.2e-05,3e-05,9.49e-06,1.03e-05,1.83e-05,5.76e-05,3.78e-05,8.54e-06
1,AQZ91242.1,B4U62_12715,P07860,0.00042286,4.21e-05,0.000125662,7.81e-05,0.000301948,0.000571531,0.000539536,0.001059193,0.00020437,8.03e-05,2.38e-05,5.41e-06,5.03e-05,4.83e-05,2.56e-05,2e-05
1,AQZ91244.1,B4U62_12725,P10727,0.000112427,3.85e-05,8.12e-05,6.53e-05,0.00025083,0.000514276,0.000432476,0.000805416,0.00016437,6.13e-05,8.95e-06,3.9e-05,0.000373157,8.87e-05,0.000185276,0.000186748
1,AQZ91245.1,B4U62_12730,P38422,4.95e-06,1.55e-07,2.57e-07,2.28e-07,4.13e-05,0.000101664,0.000125022,0.000138976,2.83e-05,9.76e-06,2.6e-06,1.35e-06,4.75e-05,4.97e-05,0.000319357,0.00065047
1,AQZ91246.1,B4U62_12735,P46354,0.00047153,0.000141827,0.00010269,0.00011075,0.000138768,0.000129817,0.000138281,0.000108838,0.000119519,5.91e-05,1.19e-05,0.000355554,0.000189991,0.000130683,0.000237689,0.000157896
1,AQZ91248.1,B4U62_12745,P46352,4.6e-05,0.000139496,0.000109833,0.000155742,0.000138936,0.000171236,0.000144446,0.000162632,0.000183525,7.44e-05,1.78e-05,1.67e-05,4.01e-06,5.85e-07,4.56e-07,0
1,AQZ91250.1,B4U62_12755,P54574,5.6e-05,0.000195002,8.68e-05,0.000106684,0.000160462,0.000125141,0.000190313,0.000183834,9.42e-05,6.47e-05,8.39e-06,0.000362278,0.000129267,0.000147713,8.14e-05,1.42e-05
1,AQZ91253.1,B4U62_12770,P54572,0.000117973,4.56e-05,3.87e-05,2.75e-05,3.32e-05,2.85e-05,2.35e-05,2.49e-05,3.72e-05,1.43e-05,6e-06,9.42e-05,2.76e-05,6.66e-06,3.61e-05,1.36e-05
1,AQZ91254.1,B4U62_12775,P54571,4.57e-05,1.95e-05,1.7e-05,1.32e-05,1.16e-05,1.08e-05,1.06e-05,9.77e-06,1.27e-05,7.71e-06,4.33e-06,0.000207946,0,0,0,0
1,AQZ91255.1,B4U62_12780,P26899,8.24e-05,3.33e-05,5.11e-05,2.78e-05,2.83e-05,3.05e-05,3.66e-05,2.96e-05,3.29e-05,1.77e-05,1.59e-05,0.000392745,1.7e-05,3.36e-06,1.19e-05,8.55e-06
1,AQZ91256.1,B4U62_12785,P26900,2.5e-05,3.16e-05,3.54e-05,2.57e-05,2.85e-05,3.21e-05,3.87e-05,2.89e-05,1.93e-05,1.22e-05,1.05e-05,2.1e-05,3.63e-06,5.42e-06,1.16e-06,8.74e-06
1,AQZ91258.1,B4U62_12795,P38423,4.76e-05,6.55e-05,0.000102876,6.83e-05,5.65e-05,5.74e-05,6.25e-05,5.43e-05,7.08e-05,5.08e-05,3.79e-05,2.14e-05,2.05e-06,8.49e-07,1.49e-05,1.38e-05
1,AQZ91259.1,B4U62_12800,P54570,2.57e-05,9.6e-05,0.000146599,0.000101136,7.52e-05,5.52e-05,6.95e-05,5.88e-05,5.83e-05,3.14e-05,1.11e-05,0.000197622,6.29e-05,9.67e-05,8.85e-05,1.3e-05
1,AQZ91261.1,B4U62_12810,P54569,5.84e-05,0.000100237,5.57e-05,6.13e-05,0.000148451,0.000185959,0.000137039,0.000129451,0.000112101,6.36e-05,1.2e-05,4.43e-05,0.000160813,0.000156611,4.34e-05,2.19e-05
1,AQZ91262.1,B4U62_12820,P54567,2.87e-05,1.95e-05,1.61e-05,1.58e-05,2.42e-05,3.29e-05,3.14e-05,3.43e-05,4.44e-05,1.63e-05,4.38e-06,NA,NA,NA,NA,NA
1,AQZ91265.1,B4U62_12835,P54564,1.58e-05,7.3e-05,2.8e-05,3.7e-05,4.27e-05,3.12e-05,3.08e-05,2.91e-05,3.12e-05,1.2e-05,1.3e-06,2.76e-06,3.26e-06,4.55e-06,1.59e-05,6.88e-06
1,AQZ91266.1,B4U62_12840,P54563,4.14e-06,4.73e-05,2.5e-05,2.48e-05,2.74e-05,1.52e-05,1.92e-05,1.68e-05,1.34e-05,6.55e-06,3.53e-07,1.64e-05,6.57e-05,3.78e-05,3.48e-05,6.81e-06
1,AQZ91267.1,B4U62_12845,P54562,3.67e-06,7.72e-05,3.34e-05,4.42e-05,4.95e-05,3.19e-05,3.95e-05,3.24e-05,1.77e-05,1.48e-05,3.62e-06,0.000502904,5.94e-05,9.18e-05,0.000199707,3.28e-05
1,AQZ91269.1,B4U62_12855,P54560,1.24e-06,4.16e-07,5.45e-07,3.74e-07,1.91e-06,3.42e-06,5.57e-06,5.85e-06,1.25e-05,9.02e-07,5.9e-07,NA,NA,NA,NA,NA
1,AQZ91271.1,B4U62_12865,P54559,4.29e-05,3.71e-05,3.07e-05,4.28e-05,4.59e-05,6.79e-05,6e-05,7.29e-05,0.000107502,2.47e-05,5.04e-06,NA,NA,NA,NA,NA
1,AQZ91273.1,B4U62_12875,P54557,0.000133082,7.7e-05,5.97e-05,6.18e-05,6.32e-05,6.44e-05,5.4e-05,6.77e-05,8.61e-05,2.42e-05,7.24e-06,1.12e-06,2.03e-06,0,0,0
1,AQZ91274.1,B4U62_12880,P54556,2.87e-05,5.44e-05,3.22e-05,3.43e-05,4.29e-05,3.24e-05,3.55e-05,4.07e-05,5.01e-05,1.93e-05,4.31e-06,1.1e-05,6.57e-07,1.62e-06,6.73e-06,1.28e-06
1,AQZ91276.1,B4U62_12890,P54554,2.67e-05,2.86e-05,1.6e-05,1.7e-05,2.58e-05,2.73e-05,2.79e-05,3.29e-05,6.04e-05,1.87e-05,5.15e-06,1.65e-05,7.38e-06,9.67e-07,7.36e-06,0
